Race,Sex,Year,Age,In the natural position of diagnosis,Localized,Regional,Distant,Unknown Stage,Blanks/ Meets NO requirements as whole
White,Female,2005,15-19 years,1,3,2,1,0,0
White,Female,2005,20-24 years,1,8,5,6,0,0
White,Female,2005,25-29 years,2,7,15,6,3,0
White,Female,2005,30-34 years,3,21,31,13,5,0
White,Female,2005,35-39 years,14,38,61,35,5,0
White,Female,2005,40-44 years,20,71,118,77,5,0
White,Female,2005,45-49 years,24,143,197,147,13,0
White,Female,2005,50-54 years,75,315,314,191,23,0
White,Female,2005,55-59 years,58,344,356,246,32,0
White,Female,2005,60-64 years,70,387,393,257,31,0
White,Female,2005,65-69 years,90,551,551,278,47,0
White,Female,2005,70-74 years,104,680,663,300,69,0
White,Female,2005,75-79 years,114,817,743,348,103,0
White,Female,2005,80-84 years,95,837,793,351,137,0
White,Female,2005,85+,52,691,816,390,331,0
White,Female,2005,unknown age,0,0,0,0,0,0
White,Female,2006,<1 year,0,0,0,0,0,0
White,Female,2006,01-04 years,0,0,0,0,0,0
White,Female,2006,05-09 years,0,0,0,0,0,0
White,Female,2006,10-14 years,0,1,0,0,0,0
White,Female,2006,15-19 years,0,3,2,3,0,0
White,Female,2006,20-24 years,1,5,4,5,0,0
White,Female,2006,25-29 years,1,9,11,13,2,0
White,Female,2006,30-34 years,2,23,32,33,2,0
White,Female,2006,35-39 years,6,41,57,30,6,0
White,Female,2006,40-44 years,9,82,103,89,4,0
White,Female,2006,45-49 years,25,159,190,149,10,0
White,Female,2006,50-54 years,64,344,290,189,19,0
White,Female,2006,55-59 years,69,389,356,235,33,0
White,Female,2006,60-64 years,64,452,418,259,23,0
White,Female,2006,65-69 years,88,529,527,264,44,0
White,Female,2006,70-74 years,98,682,577,282,62,0
White,Female,2006,75-79 years,105,781,739,333,88,0
White,Female,2006,80-84 years,74,763,770,330,161,0
White,Female,2006,85+,71,827,784,365,383,0
White,Female,2006,unknown age,0,0,0,0,0,0
White,Female,2007,<1 year,0,0,0,0,0,0
White,Female,2007,01-04 years,0,0,0,0,0,0
White,Female,2007,05-09 years,0,0,0,0,0,0
White,Female,2007,10-14 years,0,1,1,0,0,0
White,Female,2007,15-19 years,0,3,4,1,1,0
White,Female,2007,20-24 years,0,7,8,4,1,0
White,Female,2007,25-29 years,0,4,17,7,5,0
White,Female,2007,30-34 years,4,18,43,20,1,0
White,Female,2007,35-39 years,9,34,50,41,5,0
White,Female,2007,40-44 years,13,91,109,76,18,0
White,Female,2007,45-49 years,20,163,191,125,9,0
White,Female,2007,50-54 years,58,324,283,207,25,0
White,Female,2007,55-59 years,72,347,393,235,32,0
White,Female,2007,60-64 years,77,421,409,227,34,0
White,Female,2007,65-69 years,76,583,554,276,38,0
White,Female,2007,70-74 years,111,631,580,309,49,0
White,Female,2007,75-79 years,94,797,712,342,87,0
White,Female,2007,80-84 years,73,806,805,319,160,0
White,Female,2007,85+,73,769,762,391,337,0
White,Female,2007,unknown age,0,0,0,0,0,0
White,Female,2008,<1 year,0,0,0,0,0,0
White,Female,2008,01-04 years,0,0,0,0,0,0
White,Female,2008,05-09 years,0,0,0,0,0,0
White,Female,2008,10-14 years,0,1,0,1,0,0
White,Female,2008,15-19 years,0,1,0,3,2,0
White,Female,2008,20-24 years,1,4,3,2,0,0
White,Female,2008,25-29 years,0,11,19,9,1,0
White,Female,2008,30-34 years,4,12,23,23,3,0
White,Female,2008,35-39 years,9,34,62,41,1,0
White,Female,2008,40-44 years,13,86,120,93,8,0
White,Female,2008,45-49 years,28,143,198,143,16,0
White,Female,2008,50-54 years,54,331,347,205,31,0
White,Female,2008,55-59 years,68,349,390,234,22,0
White,Female,2008,60-64 years,56,447,471,282,44,0
White,Female,2008,65-69 years,70,570,512,272,40,0
White,Female,2008,70-74 years,87,662,570,284,63,0
White,Female,2008,75-79 years,90,785,678,302,79,0
White,Female,2008,80-84 years,79,748,677,311,114,0
White,Female,2008,85+,49,757,761,372,354,0
White,Female,2008,unknown age,0,0,0,0,0,0
White,Female,2009,<1 year,0,0,1,0,0,0
White,Female,2009,01-04 years,0,0,0,0,0,0
White,Female,2009,05-09 years,0,0,0,0,0,0
White,Female,2009,10-14 years,0,1,1,0,0,0
White,Female,2009,15-19 years,1,2,1,2,1,0
White,Female,2009,20-24 years,1,7,4,3,2,0
White,Female,2009,25-29 years,1,11,10,10,1,0
White,Female,2009,30-34 years,2,18,30,23,1,0
White,Female,2009,35-39 years,9,43,75,50,4,0
White,Female,2009,40-44 years,12,87,102,84,3,0
White,Female,2009,45-49 years,23,141,179,140,13,0
White,Female,2009,50-54 years,60,320,345,198,28,0
White,Female,2009,55-59 years,60,384,399,270,25,0
White,Female,2009,60-64 years,60,439,415,273,37,0
White,Female,2009,65-69 years,73,623,455,272,42,0
White,Female,2009,70-74 years,84,672,544,277,56,0
White,Female,2009,75-79 years,68,754,677,312,86,0
White,Female,2009,80-84 years,70,760,718,318,115,0
White,Female,2009,85+,52,827,831,380,331,0
White,Female,2009,unknown age,0,0,0,0,0,0
White,Female,2010,<1 year,0,0,0,0,0,0
White,Female,2010,01-04 years,0,0,0,0,0,0
White,Female,2010,05-09 years,0,0,0,0,0,0
White,Female,2010,10-14 years,0,0,0,0,0,0
White,Female,2010,15-19 years,0,4,1,1,2,0
White,Female,2010,20-24 years,2,5,5,2,0,0
White,Female,2010,25-29 years,3,15,15,10,1,0
White,Female,2010,30-34 years,0,19,25,18,1,0
White,Female,2010,35-39 years,3,36,68,43,4,0
White,Female,2010,40-44 years,9,86,103,102,8,0
White,Female,2010,45-49 years,26,192,179,159,12,0
White,Female,2010,50-54 years,72,349,352,216,27,0
White,Female,2010,55-59 years,50,379,349,245,22,0
White,Female,2010,60-64 years,71,463,426,276,27,0
White,Female,2010,65-69 years,83,574,495,282,49,0
White,Female,2010,70-74 years,73,619,539,280,48,0
White,Female,2010,75-79 years,70,725,649,320,76,0
White,Female,2010,80-84 years,65,695,675,303,118,0
White,Female,2010,85+,53,762,815,369,343,0
White,Female,2010,unknown age,0,0,0,0,0,0
White,Female,2011,<1 year,0,0,0,0,0,0
White,Female,2011,01-04 years,0,0,0,0,0,0
White,Female,2011,05-09 years,0,0,0,0,0,0
White,Female,2011,10-14 years,0,1,1,0,0,0
White,Female,2011,15-19 years,0,3,1,0,0,0
White,Female,2011,20-24 years,0,3,4,6,2,0
White,Female,2011,25-29 years,0,13,18,14,3,0
White,Female,2011,30-34 years,4,31,37,21,3,0
White,Female,2011,35-39 years,4,41,58,36,3,0
White,Female,2011,40-44 years,12,106,96,86,11,0
White,Female,2011,45-49 years,20,194,227,165,12,0
White,Female,2011,50-54 years,57,371,309,216,22,0
White,Female,2011,55-59 years,49,388,373,247,32,0
White,Female,2011,60-64 years,72,445,441,342,20,0
White,Female,2011,65-69 years,77,551,475,277,40,0
White,Female,2011,70-74 years,52,614,525,295,52,0
White,Female,2011,75-79 years,43,640,617,271,68,0
White,Female,2011,80-84 years,55,629,633,299,120,0
White,Female,2011,85+,32,682,752,396,346,0
White,Female,2011,unknown age,0,0,0,0,0,0
White,Female,2012,<1 year,0,0,0,0,0,0
White,Female,2012,01-04 years,0,0,0,0,0,0
White,Female,2012,05-09 years,0,0,0,0,0,0
White,Female,2012,10-14 years,0,6,1,0,0,0
White,Female,2012,15-19 years,0,3,2,0,0,0
White,Female,2012,20-24 years,1,10,7,6,1,0
White,Female,2012,25-29 years,1,16,18,10,0,0
White,Female,2012,30-34 years,2,24,25,30,1,0
White,Female,2012,35-39 years,5,39,69,44,5,0
White,Female,2012,40-44 years,8,94,108,89,6,0
White,Female,2012,45-49 years,20,143,192,164,15,0
White,Female,2012,50-54 years,39,367,298,214,16,0
White,Female,2012,55-59 years,47,354,333,242,28,0
White,Female,2012,60-64 years,51,453,465,315,39,0
White,Female,2012,65-69 years,51,554,484,249,46,0
White,Female,2012,70-74 years,55,633,520,268,60,0
White,Female,2012,75-79 years,40,600,568,290,61,0
White,Female,2012,80-84 years,33,654,634,282,90,0
White,Female,2012,85+,27,729,771,359,302,0
White,Female,2012,unknown age,0,0,0,0,0,0
White,Female,2013,<1 year,0,0,0,0,0,0
White,Female,2013,01-04 years,0,0,0,0,0,0
White,Female,2013,05-09 years,0,0,0,0,0,0
White,Female,2013,10-14 years,0,2,1,0,0,0
White,Female,2013,15-19 years,0,12,5,0,0,0
White,Female,2013,20-24 years,1,14,4,2,2,0
White,Female,2013,25-29 years,2,32,16,13,0,0
White,Female,2013,30-34 years,5,28,31,29,1,0
White,Female,2013,35-39 years,4,44,60,53,4,0
White,Female,2013,40-44 years,11,88,103,77,6,0
White,Female,2013,45-49 years,10,162,212,150,10,0
White,Female,2013,50-54 years,52,367,309,246,23,0
White,Female,2013,55-59 years,47,348,365,273,28,0
White,Female,2013,60-64 years,55,437,406,292,50,0
White,Female,2013,65-69 years,59,555,492,293,37,0
White,Female,2013,70-74 years,59,622,540,264,66,0
White,Female,2013,75-79 years,41,673,554,283,66,0
White,Female,2013,80-84 years,49,610,565,274,111,0
White,Female,2013,85+,38,715,737,371,322,0
White,Female,2013,unknown age,0,0,0,0,0,0
White,Female,2014,<1 year,0,0,0,0,0,0
White,Female,2014,01-04 years,0,0,0,0,0,0
White,Female,2014,05-09 years,0,1,0,0,0,0
White,Female,2014,10-14 years,0,4,3,1,1,0
White,Female,2014,15-19 years,0,10,3,2,0,0
White,Female,2014,20-24 years,0,15,6,2,0,0
White,Female,2014,25-29 years,0,15,18,10,2,0
White,Female,2014,30-34 years,5,31,37,25,2,0
White,Female,2014,35-39 years,3,50,48,53,5,0
White,Female,2014,40-44 years,12,97,112,106,8,0
White,Female,2014,45-49 years,18,177,152,154,14,0
White,Female,2014,50-54 years,59,359,333,205,30,0
White,Female,2014,55-59 years,48,374,343,263,26,0
White,Female,2014,60-64 years,48,477,426,287,41,0
White,Female,2014,65-69 years,73,588,534,276,43,0
White,Female,2014,70-74 years,73,618,489,291,61,0
White,Female,2014,75-79 years,41,622,485,272,69,0
White,Female,2014,80-84 years,39,648,562,264,124,0
White,Female,2014,85+,35,668,686,343,306,0
White,Female,2014,unknown age,0,0,0,0,0,0
White,Female,2015,<1 year,0,0,0,0,0,0
White,Female,2015,01-04 years,0,0,0,0,0,0
White,Female,2015,05-09 years,0,1,1,0,0,0
White,Female,2015,10-14 years,0,10,0,0,0,0
White,Female,2015,15-19 years,0,11,8,2,0,0
White,Female,2015,20-24 years,0,17,7,1,0,0
White,Female,2015,25-29 years,2,25,19,15,3,0
White,Female,2015,30-34 years,1,43,33,32,5,0
White,Female,2015,35-39 years,4,50,61,50,5,0
White,Female,2015,40-44 years,8,88,136,97,8,0
White,Female,2015,45-49 years,20,174,197,164,9,0
White,Female,2015,50-54 years,45,414,318,226,24,0
White,Female,2015,55-59 years,44,435,378,279,29,0
White,Female,2015,60-64 years,40,458,460,292,44,0
White,Female,2015,65-69 years,72,634,497,318,38,0
White,Female,2015,70-74 years,41,642,514,280,51,0
White,Female,2015,75-79 years,42,604,500,277,75,0
White,Female,2015,80-84 years,31,608,499,288,87,0
White,Female,2015,85+,36,626,684,347,336,0
White,Female,2015,unknown age,0,0,0,0,0,0
White,Female,2016,<1 year,0,0,0,0,0,0
White,Female,2016,01-04 years,0,0,0,0,0,0
White,Female,2016,05-09 years,0,3,2,0,0,0
White,Female,2016,10-14 years,0,19,0,1,0,0
White,Female,2016,15-19 years,0,33,4,3,2,0
White,Female,2016,20-24 years,0,38,10,10,0,0
White,Female,2016,25-29 years,1,38,30,9,0,0
White,Female,2016,30-34 years,0,53,48,25,4,0
White,Female,2016,35-39 years,4,74,56,48,5,0
White,Female,2016,40-44 years,5,104,117,88,8,0
White,Female,2016,45-49 years,13,199,183,152,21,0
White,Female,2016,50-54 years,56,430,293,226,25,0
White,Female,2016,55-59 years,38,385,342,314,37,0
White,Female,2016,60-64 years,56,505,441,297,46,0
White,Female,2016,65-69 years,50,566,505,354,53,0
White,Female,2016,70-74 years,51,589,487,260,65,0
White,Female,2016,75-79 years,26,604,525,290,87,0
White,Female,2016,80-84 years,29,543,537,269,102,0
White,Female,2016,85+,26,632,664,365,382,0
White,Female,2016,unknown age,0,0,0,0,0,0
White,Female,2017,<1 year,0,0,0,0,0,0
White,Female,2017,01-04 years,0,0,0,0,0,0
White,Female,2017,05-09 years,0,2,0,0,0,0
White,Female,2017,10-14 years,0,25,4,0,0,0
White,Female,2017,15-19 years,0,51,2,1,0,0
White,Female,2017,20-24 years,0,52,7,2,2,0
White,Female,2017,25-29 years,1,53,25,3,3,0
White,Female,2017,30-34 years,5,63,43,36,3,0
White,Female,2017,35-39 years,8,75,74,60,8,0
White,Female,2017,40-44 years,4,95,123,91,8,0
White,Female,2017,45-49 years,19,165,214,188,8,0
White,Female,2017,50-54 years,51,395,366,249,30,0
White,Female,2017,55-59 years,48,370,340,261,38,0
White,Female,2017,60-64 years,49,434,478,313,55,0
White,Female,2017,65-69 years,71,608,588,350,62,0
White,Female,2017,70-74 years,52,548,566,302,72,0
White,Female,2017,75-79 years,46,529,581,257,67,0
White,Female,2017,80-84 years,30,464,567,255,104,0
White,Female,2017,85+,44,541,776,354,326,0
White,Female,2017,unknown age,0,0,0,0,0,0
White,Female,2018,<1 year,0,1,0,0,0,0
White,Female,2018,01-04 years,0,1,0,0,0,0
White,Female,2018,05-09 years,0,3,0,0,0,0
White,Female,2018,10-14 years,0,21,2,0,0,0
White,Female,2018,15-19 years,0,25,6,1,1,0
White,Female,2018,20-24 years,0,37,15,7,1,0
White,Female,2018,25-29 years,3,64,24,14,1,0
White,Female,2018,30-34 years,5,62,35,39,5,0
White,Female,2018,35-39 years,2,70,77,52,3,0
White,Female,2018,40-44 years,6,106,128,92,13,0
White,Female,2018,45-49 years,14,188,202,179,16,0
White,Female,2018,50-54 years,58,340,341,198,47,0
White,Female,2018,55-59 years,36,355,365,259,35,0
White,Female,2018,60-64 years,60,462,458,293,55,0
White,Female,2018,65-69 years,70,545,604,353,67,0
White,Female,2018,70-74 years,51,578,582,326,76,0
White,Female,2018,75-79 years,43,491,559,282,80,0
White,Female,2018,80-84 years,27,495,549,258,103,0
White,Female,2018,85+,34,545,711,367,312,0
White,Female,2018,unknown age,0,0,0,0,0,0
White,Female,2019,<1 year,0,0,0,0,0,0
White,Female,2019,01-04 years,0,0,0,0,0,0
White,Female,2019,05-09 years,0,1,2,0,0,0
White,Female,2019,10-14 years,0,11,16,1,0,0
White,Female,2019,15-19 years,0,24,16,1,3,0
White,Female,2019,20-24 years,0,31,16,8,1,0
White,Female,2019,25-29 years,4,38,35,22,0,0
White,Female,2019,30-34 years,2,50,46,21,2,0
White,Female,2019,35-39 years,3,77,70,52,9,0
White,Female,2019,40-44 years,9,102,114,99,11,0
White,Female,2019,45-49 years,10,167,197,178,21,0
White,Female,2019,50-54 years,41,363,313,204,28,0
White,Female,2019,55-59 years,32,379,367,279,46,0
White,Female,2019,60-64 years,28,457,463,304,43,0
White,Female,2019,65-69 years,38,619,517,349,68,0
White,Female,2019,70-74 years,42,610,525,361,73,0
White,Female,2019,75-79 years,28,598,497,272,90,0
White,Female,2019,80-84 years,21,574,494,316,114,0
White,Female,2019,85+,24,578,642,350,379,0
White,Female,2019,unknown age,0,0,0,0,0,0
White,Female,2020,<1 year,0,0,0,0,0,0
White,Female,2020,01-04 years,0,0,0,0,0,0
White,Female,2020,05-09 years,0,4,2,0,0,0
White,Female,2020,10-14 years,0,6,4,0,1,0
White,Female,2020,15-19 years,0,25,17,0,2,0
White,Female,2020,20-24 years,0,32,14,6,0,0
White,Female,2020,25-29 years,0,34,31,14,1,0
White,Female,2020,30-34 years,3,52,45,31,3,0
White,Female,2020,35-39 years,2,71,82,68,5,0
White,Female,2020,40-44 years,3,92,129,116,8,0
White,Female,2020,45-49 years,13,167,215,177,12,0
White,Female,2020,50-54 years,40,391,337,227,26,0
White,Female,2020,55-59 years,29,389,355,294,35,0
White,Female,2020,60-64 years,44,469,436,343,57,0
White,Female,2020,65-69 years,38,605,545,345,56,0
White,Female,2020,70-74 years,28,629,576,344,89,0
White,Female,2020,75-79 years,24,533,525,286,82,0
White,Female,2020,80-84 years,14,460,534,267,99,0
White,Female,2020,85+,22,561,636,389,372,0
White,Female,2020,unknown age,0,0,0,0,0,0
White,Female,2021,<1 year,0,1,0,0,0,0
White,Female,2021,01-04 years,0,0,0,0,0,0
White,Female,2021,05-09 years,0,3,0,0,0,0
White,Female,2021,10-14 years,0,18,7,1,0,0
White,Female,2021,15-19 years,0,33,14,2,0,0
White,Female,2021,20-24 years,0,21,19,1,2,0
White,Female,2021,25-29 years,2,31,29,16,0,0
White,Female,2021,30-34 years,0,63,54,35,0,0
White,Female,2021,35-39 years,4,66,76,54,7,0
White,Female,2021,40-44 years,3,89,137,102,7,0
White,Female,2021,45-49 years,7,157,207,157,25,0
White,Female,2021,50-54 years,13,322,311,234,31,0
White,Female,2021,55-59 years,15,310,359,245,40,0
White,Female,2021,60-64 years,17,395,369,301,52,0
White,Female,2021,65-69 years,32,474,513,343,55,0
White,Female,2021,70-74 years,31,522,556,314,75,0
White,Female,2021,75-79 years,24,458,497,321,85,0
White,Female,2021,80-84 years,17,441,471,268,110,0
White,Female,2021,85+,14,472,590,322,367,0
White,Female,2021,unknown age,0,0,0,0,0,0
White,Female,2022,<1 year,0,0,0,0,0,0
White,Female,2022,01-04 years,0,0,0,0,0,0
White,Female,2022,05-09 years,0,4,2,0,0,0
White,Female,2022,10-14 years,0,17,8,0,0,0
White,Female,2022,15-19 years,0,20,18,1,0,0
White,Female,2022,20-24 years,0,40,22,3,0,0
White,Female,2022,25-29 years,0,37,36,27,0,0
White,Female,2022,30-34 years,1,46,61,27,6,0
White,Female,2022,35-39 years,2,86,96,68,9,0
White,Female,2022,40-44 years,5,113,160,120,11,0
White,Female,2022,45-49 years,11,161,236,165,17,0
White,Female,2022,50-54 years,25,417,373,221,23,0
White,Female,2022,55-59 years,26,326,341,287,29,0
White,Female,2022,60-64 years,14,451,466,326,48,0
White,Female,2022,65-69 years,26,542,566,352,67,0
White,Female,2022,70-74 years,19,620,613,353,71,0
White,Female,2022,75-79 years,10,531,600,269,74,0
White,Female,2022,80-84 years,13,444,519,258,114,0
White,Female,2022,85+,17,566,684,358,316,0
White,Female,2022,unknown age,0,0,0,0,0,0
Black,Male/Female,2000,<1 year,1,2,1,0,0,0
Black,Male/Female,2000,01-04 years,0,2,0,0,0,0
Black,Male/Female,2000,05-09 years,0,40,11,0,0,1
Black,Male/Female,2000,10-14 years,0,214,63,11,4,12
Black,Male/Female,2000,15-19 years,4,428,148,29,15,31
Black,Male/Female,2000,20-24 years,9,517,274,118,27,80
Black,Male/Female,2000,25-29 years,25,667,532,328,39,193
Black,Male/Female,2000,30-34 years,54,935,1057,664,80,459
Black,Male/Female,2000,35-39 years,124,1429,1789,1252,139,860
Black,Male/Female,2000,40-44 years,219,2516,3174,2318,237,1691
Black,Male/Female,2000,45-49 years,465,4418,5457,4132,402,3038
Black,Male/Female,2000,50-54 years,1481,10514,9087,5977,726,5382
Black,Male/Female,2000,55-59 years,1501,11173,10751,7644,997,6703
Black,Male/Female,2000,60-64 years,1672,14061,13059,8976,1291,8394
Black,Male/Female,2000,65-69 years,2067,17743,15566,9147,1580,11083
Black,Male/Female,2000,70-74 years,1897,18926,16337,9011,1889,13899
Black,Male/Female,2000,75-79 years,1659,18922,16848,8447,2155,15959
Black,Male/Female,2000,80-84 years,1368,17240,16304,7827,3111,13840
Black,Male/Female,2000,85+,1022,16879,17684,8983,7802,13354
Black,Male/Female,2000,unknown age,0,0,0,0,0,0
Black,Male/Female,2001,<1 year,0,0,0,0,0,0
Black,Male/Female,2001,01-04 years,0,0,0,0,0,0
Black,Male/Female,2001,05-09 years,0,0,0,0,0,0
Black,Male/Female,2001,10-14 years,0,0,0,0,0,0
Black,Male/Female,2001,15-19 years,0,0,0,0,0,8
Black,Male/Female,2001,20-24 years,0,0,0,0,0,11
Black,Male/Female,2001,25-29 years,0,0,0,0,0,54
Black,Male/Female,2001,30-34 years,0,0,0,0,0,124
Black,Male/Female,2001,35-39 years,0,0,0,0,0,212
Black,Male/Female,2001,40-44 years,0,0,0,0,0,422
Black,Male/Female,2001,45-49 years,0,0,0,0,0,707
Black,Male/Female,2001,50-54 years,0,0,0,0,0,1266
Black,Male/Female,2001,55-59 years,0,0,0,0,0,1597
Black,Male/Female,2001,60-64 years,0,0,0,0,0,2115
Black,Male/Female,2001,65-69 years,0,0,0,0,0,2871
Black,Male/Female,2001,70-74 years,0,0,0,0,0,3639
Black,Male/Female,2001,75-79 years,0,0,0,0,0,4092
Black,Male/Female,2001,80-84 years,0,0,0,0,0,3375
Black,Male/Female,2001,85+,0,0,0,0,0,3358
Black,Male/Female,2001,unknown age,0,0,0,0,0,0
Black,Male/Female,2002,<1 year,0,0,0,0,0,0
Black,Male/Female,2002,01-04 years,0,0,0,0,0,0
Black,Male/Female,2002,05-09 years,0,0,0,0,0,0
Black,Male/Female,2002,10-14 years,0,0,0,0,0,7
Black,Male/Female,2002,15-19 years,0,0,0,0,0,8
Black,Male/Female,2002,20-24 years,0,0,0,0,0,23
Black,Male/Female,2002,25-29 years,0,0,0,0,0,39
Black,Male/Female,2002,30-34 years,0,0,0,0,0,92
Black,Male/Female,2002,35-39 years,0,0,0,0,0,217
Black,Male/Female,2002,40-44 years,0,0,0,0,0,410
Black,Male/Female,2002,45-49 years,0,0,0,0,0,782
Black,Male/Female,2002,50-54 years,0,0,0,0,0,1331
Black,Male/Female,2002,55-59 years,0,0,0,0,0,1638
Black,Male/Female,2002,60-64 years,0,0,0,0,0,2067
Black,Male/Female,2002,65-69 years,0,0,0,0,0,2765
Black,Male/Female,2002,70-74 years,0,0,0,0,0,3506
Black,Male/Female,2002,75-79 years,0,0,0,0,0,4107
Black,Male/Female,2002,80-84 years,0,0,0,0,0,3383
Black,Male/Female,2002,85+,0,0,0,0,0,3454
Black,Male/Female,2002,unknown age,0,0,0,0,0,0
Black,Male/Female,2003,<1 year,0,0,0,0,0,0
Black,Male/Female,2003,01-04 years,0,0,0,0,0,0
Black,Male/Female,2003,05-09 years,0,0,0,0,0,1
Black,Male/Female,2003,10-14 years,0,0,0,0,0,4
Black,Male/Female,2003,15-19 years,0,0,0,0,0,7
Black,Male/Female,2003,20-24 years,0,0,0,0,0,23
Black,Male/Female,2003,25-29 years,0,0,0,0,0,46
Black,Male/Female,2003,30-34 years,0,0,0,0,0,111
Black,Male/Female,2003,35-39 years,0,0,0,0,0,219
Black,Male/Female,2003,40-44 years,0,0,0,0,0,414
Black,Male/Female,2003,45-49 years,0,0,0,0,0,742
Black,Male/Female,2003,50-54 years,0,0,0,0,0,1341
Black,Male/Female,2003,55-59 years,0,0,0,0,0,1698
Black,Male/Female,2003,60-64 years,0,0,0,0,0,2129
Black,Male/Female,2003,65-69 years,0,0,0,0,0,2713
Black,Male/Female,2003,70-74 years,0,0,0,0,0,3527
Black,Male/Female,2003,75-79 years,0,0,0,0,0,3935
Black,Male/Female,2003,80-84 years,0,0,0,0,0,3623
Black,Male/Female,2003,85+,0,0,0,0,0,3281
Black,Male/Female,2003,unknown age,0,0,0,0,0,0
Black,Male/Female,2004,<1 year,0,0,0,0,0,0
Black,Male/Female,2004,01-04 years,0,0,0,0,0,0
Black,Male/Female,2004,05-09 years,0,0,0,0,0,0
Black,Male/Female,2004,10-14 years,0,0,0,0,0,1
Black,Male/Female,2004,15-19 years,0,0,0,0,0,8
Black,Male/Female,2004,20-24 years,0,0,0,0,0,23
Black,Male/Female,2004,25-29 years,0,0,0,0,0,54
Black,Male/Female,2004,30-34 years,0,0,0,0,0,132
Black,Male/Female,2004,35-39 years,0,0,0,0,0,212
Black,Male/Female,2004,40-44 years,0,0,0,0,0,445
Black,Male/Female,2004,45-49 years,0,0,0,0,0,807
Black,Male/Female,2004,50-54 years,0,0,0,0,0,1444
Black,Male/Female,2004,55-59 years,0,0,0,0,0,1770
Black,Male/Female,2004,60-64 years,0,0,0,0,0,2083
Black,Male/Female,2004,65-69 years,0,0,0,0,0,2734
Black,Male/Female,2004,70-74 years,0,0,0,0,0,3227
Black,Male/Female,2004,75-79 years,0,0,0,0,0,3825
Black,Male/Female,2004,80-84 years,0,0,0,0,0,3459
Black,Male/Female,2004,85+,0,0,0,0,0,3261
Black,Male/Female,2004,unknown age,0,0,0,0,0,0
Black,Male/Female,2005,<1 year,0,0,0,0,0,0
Black,Male/Female,2005,01-04 years,0,0,0,0,0,0
Black,Male/Female,2005,05-09 years,0,0,0,0,0,0
Black,Male/Female,2005,10-14 years,0,2,0,1,0,0
Black,Male/Female,2005,15-19 years,2,4,4,1,0,0
Black,Male/Female,2005,20-24 years,1,12,10,8,0,0
Black,Male/Female,2005,25-29 years,3,12,21,9,3,0
Black,Male/Female,2005,30-34 years,2,28,45,28,7,0
Black,Male/Female,2005,35-39 years,14,54,96,59,8,0
Black,Male/Female,2005,40-44 years,24,109,194,98,13,0
Black,Male/Female,2005,45-49 years,35,231,313,216,23,0
Black,Male/Female,2005,50-54 years,116,528,476,285,35,0
Black,Male/Female,2005,55-59 years,126,623,626,408,47,0
Black,Male/Female,2005,60-64 years,124,756,704,458,56,0
Black,Male/Female,2005,65-69 years,172,981,924,456,77,0
Black,Male/Female,2005,70-74 years,177,1172,1144,534,111,0
Black,Male/Female,2005,75-79 years,205,1370,1179,577,157,0
Black,Male/Female,2005,80-84 years,175,1308,1245,551,190,0
Black,Male/Female,2005,85+,91,1047,1118,487,421,0
Black,Male/Female,2005,unknown age,0,0,0,0,0,0
Black,Male/Female,2006,<1 year,0,0,0,0,0,0
Black,Male/Female,2006,01-04 years,0,0,0,0,0,0
Black,Male/Female,2006,05-09 years,0,0,0,0,0,0
Black,Male/Female,2006,10-14 years,0,1,0,1,0,0
Black,Male/Female,2006,15-19 years,0,6,4,2,0,0
Black,Male/Female,2006,20-24 years,1,5,7,3,0,0
Black,Male/Female,2006,25-29 years,1,17,21,15,3,0
Black,Male/Female,2006,30-34 years,7,26,41,36,6,0
Black,Male/Female,2006,35-39 years,10,62,85,51,10,0
Black,Male/Female,2006,40-44 years,16,137,155,120,17,0
Black,Male/Female,2006,45-49 years,38,230,313,221,17,0
Black,Male/Female,2006,50-54 years,102,527,444,323,32,0
Black,Male/Female,2006,55-59 years,120,674,608,397,52,0
Black,Male/Female,2006,60-64 years,131,834,693,447,53,0
Black,Male/Female,2006,65-69 years,180,935,920,428,70,0
Black,Male/Female,2006,70-74 years,176,1164,934,507,97,0
Black,Male/Female,2006,75-79 years,187,1322,1262,540,135,0
Black,Male/Female,2006,80-84 years,156,1276,1191,500,221,0
Black,Male/Female,2006,85+,115,1131,1049,449,478,0
Black,Male/Female,2006,unknown age,0,0,0,0,0,0
Black,Male/Female,2007,<1 year,0,0,0,0,0,0
Black,Male/Female,2007,01-04 years,0,0,0,0,0,0
Black,Male/Female,2007,05-09 years,0,0,0,0,0,0
Black,Male/Female,2007,10-14 years,0,2,2,1,0,0
Black,Male/Female,2007,15-19 years,1,6,2,2,1,0
Black,Male/Female,2007,20-24 years,1,10,15,4,2,0
Black,Male/Female,2007,25-29 years,2,10,22,15,6,0
Black,Male/Female,2007,30-34 years,4,24,57,30,7,0
Black,Male/Female,2007,35-39 years,12,53,78,69,7,0
Black,Male/Female,2007,40-44 years,20,138,174,110,19,0
Black,Male/Female,2007,45-49 years,32,268,308,176,23,0
Black,Male/Female,2007,50-54 years,95,504,464,319,36,0
Black,Male/Female,2007,55-59 years,141,634,635,388,49,0
Black,Male/Female,2007,60-64 years,139,780,698,434,73,0
Black,Male/Female,2007,65-69 years,143,1028,875,488,69,0
Black,Male/Female,2007,70-74 years,176,1146,955,494,101,0
