"Race recode (White, Black, Other)","Sex","Year of diagnosis","Age recode with <1 year olds","In_situ","Localized","Regional","Distant","NA","Unknownunstaged","Blanks"
0,0,0,0,1,3,1,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0
0,0,0,2,0,43,13,0,0,0,1
0,0,0,3,0,247,72,14,0,4,14
0,0,0,4,8,484,179,45,0,21,42
0,0,0,5,12,618,342,155,0,35,100
0,0,0,6,34,809,724,454,0,55,254
0,0,0,7,77,1177,1397,907,0,120,599
0,0,0,8,174,1872,2447,1748,0,202,1171
0,0,0,9,295,3351,4363,3242,0,328,2301
0,0,0,10,663,6041,7513,5798,0,588,4063
0,0,0,11,2071,14341,12417,8320,0,1102,7148
0,0,0,12,2094,15196,14458,10469,0,1454,8548
0,0,0,13,2321,18586,17203,12099,0,1857,10512
0,0,0,14,2786,22864,20080,12091,0,2227,13701
0,0,0,15,2576,23507,20488,11508,0,2550,16549
0,0,0,16,2129,22632,20441,10565,0,2822,18569
0,0,0,17,1659,20094,19197,9561,0,3826,15865
0,0,0,18,1230,19315,20306,10683,0,9266,15040
0,0,0,19,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
0,0,1,3,0,0,0,0,0,0,0
0,0,1,4,0,0,0,0,0,0,10
0,0,1,5,0,0,0,0,0,0,17
0,0,1,6,0,0,0,0,0,0,68
0,0,1,7,0,0,0,0,0,0,155
0,0,1,8,0,0,0,0,0,0,288
0,0,1,9,0,0,0,0,0,0,578
0,0,1,10,0,0,0,0,0,0,916
0,0,1,11,0,0,0,0,0,0,1673
0,0,1,12,0,0,0,0,0,0,2022
0,0,1,13,0,0,0,0,0,0,2645
0,0,1,14,0,0,0,0,0,0,3475
0,0,1,15,0,0,0,0,0,0,4234
0,0,1,16,0,0,0,0,0,0,4727
0,0,1,17,0,0,0,0,0,0,3877
0,0,1,18,0,0,0,0,0,0,3755
0,0,1,19,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,0
0,0,2,3,0,0,0,0,0,0,7
0,0,2,4,0,0,0,0,0,0,10
0,0,2,5,0,0,0,0,0,0,29
0,0,2,6,0,0,0,0,0,0,54
0,0,2,7,0,0,0,0,0,0,122
0,0,2,8,0,0,0,0,0,0,291
0,0,2,9,0,0,0,0,0,0,547
0,0,2,10,0,0,0,0,0,0,1066
0,0,2,11,0,0,0,0,0,0,1748
0,0,2,12,0,0,0,0,0,0,2073
0,0,2,13,0,0,0,0,0,0,2592
0,0,2,14,0,0,0,0,0,0,3400
0,0,2,15,0,0,0,0,0,0,4199
0,0,2,16,0,0,0,0,0,0,4771
0,0,2,17,0,0,0,0,0,0,3889
0,0,2,18,0,0,0,0,0,0,3867
0,0,2,19,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0
0,0,3,2,0,0,0,0,0,0,1
0,0,3,3,0,0,0,0,0,0,5
0,0,3,4,0,0,0,0,0,0,11
0,0,3,5,0,0,0,0,0,0,27
0,0,3,6,0,0,0,0,0,0,64
0,0,3,7,0,0,0,0,0,0,155
0,0,3,8,0,0,0,0,0,0,308
0,0,3,9,0,0,0,0,0,0,567
0,0,3,10,0,0,0,0,0,0,1001
0,0,3,11,0,0,0,0,0,0,1818
0,0,3,12,0,0,0,0,0,0,2189
0,0,3,13,0,0,0,0,0,0,2631
0,0,3,14,0,0,0,0,0,0,3388
0,0,3,15,0,0,0,0,0,0,4182
0,0,3,16,0,0,0,0,0,0,4595
0,0,3,17,0,0,0,0,0,0,4169
0,0,3,18,0,0,0,0,0,0,3694
0,0,3,19,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0
0,0,4,2,0,0,0,0,0,0,0
0,0,4,3,0,0,0,0,0,0,2
0,0,4,4,0,0,0,0,0,0,11
0,0,4,5,0,0,0,0,0,0,27
0,0,4,6,0,0,0,0,0,0,68
0,0,4,7,0,0,0,0,0,0,167
0,0,4,8,0,0,0,0,0,0,284
0,0,4,9,0,0,0,0,0,0,609
0,0,4,10,0,0,0,0,0,0,1080
0,0,4,11,0,0,0,0,0,0,1909
0,0,4,12,0,0,0,0,0,0,2264
0,0,4,13,0,0,0,0,0,0,2644
0,0,4,14,0,0,0,0,0,0,3438
0,0,4,15,0,0,0,0,0,0,3934
0,0,4,16,0,0,0,0,0,0,4476
0,0,4,17,0,0,0,0,0,0,3930
0,0,4,18,0,0,0,0,0,0,3724
0,0,4,19,0,0,0,0,0,0,0
0,0,5,0,0,1,0,0,0,0,0
0,0,5,1,0,0,0,0,0,0,0
0,0,5,2,0,0,0,0,0,0,0
0,0,5,3,0,2,0,1,0,0,0
0,0,5,4,4,5,6,3,0,0,0
0,0,5,5,1,14,13,13,0,1,0
0,0,5,6,3,14,28,12,0,4,0
0,0,5,7,4,36,63,38,0,9,0
0,0,5,8,19,67,136,80,0,11,0
0,0,5,9,35,150,262,129,0,21,0
0,0,5,10,53,316,411,283,0,34,0
0,0,5,11,165,684,662,392,0,50,0
0,0,5,12,169,804,807,520,0,68,0
0,0,5,13,173,953,878,588,0,75,0
0,0,5,14,218,1203,1172,576,0,95,0
0,0,5,15,231,1412,1394,663,0,145,0
0,0,5,16,242,1592,1405,694,0,181,0
0,0,5,17,199,1486,1419,648,0,240,0
0,0,5,18,108,1157,1241,573,0,492,0
0,0,5,19,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0
0,0,6,2,0,0,0,0,0,0,0
0,0,6,3,0,1,0,2,0,0,0
0,0,6,4,0,7,6,3,0,0,0
0,0,6,5,1,7,12,7,0,0,0
0,0,6,6,1,21,25,25,0,4,0
0,0,6,7,9,38,63,51,0,8,0
0,0,6,8,14,85,116,74,0,10,0
0,0,6,9,20,183,221,156,0,22,0
0,0,6,10,52,312,422,289,0,23,0
0,0,6,11,139,704,602,424,0,49,0
0,0,6,12,158,873,793,527,0,72,0
0,0,6,13,169,1024,911,598,0,67,0
0,0,6,14,234,1174,1117,577,0,96,0
0,0,6,15,232,1414,1170,622,0,126,0
0,0,6,16,240,1535,1469,657,0,174,0
0,0,6,17,175,1438,1350,602,0,261,0
0,0,6,18,132,1270,1182,527,0,548,0
0,0,6,19,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0
0,0,7,1,0,0,0,0,0,0,0
0,0,7,2,0,0,0,0,0,0,0
0,0,7,3,0,2,2,1,0,0,0
0,0,7,4,1,6,4,3,0,1,0
0,0,7,5,1,10,17,6,0,2,0
0,0,7,6,2,15,30,19,0,6,0
0,0,7,7,5,32,79,36,0,9,0
0,0,7,8,17,75,109,92,0,11,0
0,0,7,9,26,188,228,163,0,24,0
0,0,7,10,41,350,386,246,0,28,0
0,0,7,11,132,689,606,449,0,53,0
0,0,7,12,180,844,851,526,0,63,0
0,0,7,13,184,986,880,554,0,88,0
0,0,7,14,204,1299,1099,615,0,99,0
0,0,7,15,236,1404,1183,623,0,123,0
0,0,7,16,177,1590,1342,656,0,166,0
0,0,7,17,155,1418,1334,567,0,278,0
0,0,7,18,118,1196,1188,583,0,498,0
0,0,7,19,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0
0,0,8,1,0,0,0,0,0,0,0
0,0,8,2,0,0,0,0,0,0,0
0,0,8,3,0,1,1,1,0,0,0
0,0,8,4,0,3,2,5,0,2,0
0,0,8,5,1,8,14,3,0,1,0
0,0,8,6,1,15,40,17,0,1,0
0,0,8,7,4,33,55,33,0,10,0
0,0,8,8,14,69,120,82,0,4,0
0,0,8,9,22,188,234,168,0,15,0
0,0,8,10,53,301,408,287,0,37,0
0,0,8,11,134,758,661,442,0,62,0
0,0,8,12,173,849,876,525,0,66,0
0,0,8,13,182,1055,1003,589,0,91,0
0,0,8,14,188,1348,1134,582,0,90,0
0,0,8,15,200,1413,1198,602,0,139,0
0,0,8,16,205,1478,1287,607,0,148,0
0,0,8,17,150,1342,1208,552,0,227,0
0,0,8,18,90,1216,1190,586,0,525,0
0,0,8,19,0,0,0,0,0,0,0
0,0,9,0,0,0,1,0,0,0,0
0,0,9,1,0,0,0,0,0,0,0
0,0,9,2,0,0,0,0,0,0,0
0,0,9,3,0,1,1,0,0,0,0
0,0,9,4,1,7,3,6,0,1,0
0,0,9,5,1,13,12,5,0,3,0
0,0,9,6,2,21,28,23,0,1,0
0,0,9,7,2,38,65,38,0,5,0
0,0,9,8,17,101,137,87,0,8,0
0,0,9,9,20,166,208,166,0,17,0
0,0,9,10,42,304,404,299,0,25,0
0,0,9,11,139,748,718,414,0,54,0
0,0,9,12,171,904,835,576,0,82,0
0,0,9,13,172,1087,919,615,0,78,0
0,0,9,14,186,1353,1089,603,0,104,0
0,0,9,15,194,1419,1160,620,0,120,0
0,0,9,16,145,1511,1279,615,0,171,0
0,0,9,17,116,1356,1247,585,0,219,0
0,0,9,18,85,1317,1242,603,0,488,0
0,0,9,19,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0
0,0,10,1,0,0,0,0,0,0,0
0,0,10,2,0,0,0,0,0,0,0
0,0,10,3,0,0,0,0,0,0,0
0,0,10,4,0,7,2,3,0,3,0
0,0,10,5,3,9,12,10,0,0,0
0,0,10,6,3,27,26,18,0,5,0
0,0,10,7,1,42,66,34,0,1,0
0,0,10,8,9,79,123,80,0,9,0
0,0,10,9,17,188,234,177,0,19,0
0,0,10,10,59,367,384,309,0,28,0
0,0,10,11,145,834,751,429,0,62,0
0,0,10,12,139,889,752,542,0,50,0
0,0,10,13,166,1078,948,631,0,83,0
0,0,10,14,190,1269,1058,594,0,110,0
0,0,10,15,181,1359,1115,580,0,124,0
0,0,10,16,151,1399,1215,604,0,142,0
0,0,10,17,112,1247,1153,548,0,208,0
0,0,10,18,89,1226,1240,622,0,525,0
0,0,10,19,0,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0
0,0,11,1,0,0,0,0,0,0,0
0,0,11,2,0,0,0,0,0,0,0
0,0,11,3,0,1,2,0,0,0,0
0,0,11,4,0,6,6,1,0,0,0
0,0,11,5,0,12,17,10,0,4,0
0,0,11,6,0,26,32,26,0,3,0
0,0,11,7,6,55,79,40,0,5,0
0,0,11,8,9,71,114,74,0,7,0
0,0,11,9,20,183,207,167,0,16,0
0,0,11,10,38,360,438,351,0,27,0
0,0,11,11,139,802,658,457,0,60,0
0,0,11,12,117,844,776,531,0,68,0
0,0,11,13,160,1043,965,710,0,71,0
0,0,11,14,189,1218,1016,627,0,90,0
0,0,11,15,140,1326,1084,626,0,115,0
0,0,11,16,122,1247,1126,538,0,130,0
0,0,11,17,114,1145,1109,542,0,202,0
0,0,11,18,57,1143,1186,641,0,499,0
0,0,11,19,0,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0
0,0,12,1,0,0,0,0,0,0,0
0,0,12,2,0,0,0,0,0,0,0
0,0,12,3,0,6,1,0,0,0,0
0,0,12,4,0,7,5,1,0,1,0
0,0,12,5,1,16,15,13,0,2,0
0,0,12,6,1,25,31,31,0,2,0
0,0,12,7,3,40,56,54,0,3,0
0,0,12,8,11,88,137,89,0,8,0
0,0,12,9,13,186,232,165,0,16,0
0,0,12,10,36,319,396,308,0,35,0
0,0,12,11,103,792,650,454,0,46,0
0,0,12,12,122,793,754,559,0,76,0
0,0,12,13,139,1063,978,716,0,92,0
0,0,12,14,130,1264,988,601,0,101,0
0,0,12,15,131,1318,1085,557,0,119,0
0,0,12,16,99,1228,1086,567,0,115,0
0,0,12,17,74,1158,1080,565,0,174,0
0,0,12,18,53,1152,1171,629,0,463,0
0,0,12,19,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0
0,0,13,1,0,0,0,0,0,0,0
0,0,13,2,0,0,0,0,0,0,0
0,0,13,3,0,4,1,0,0,0,0
0,0,13,4,0,14,7,1,0,0,0
0,0,13,5,1,24,16,10,0,2,0
0,0,13,6,4,46,31,26,0,1,0
0,0,13,7,6,58,57,50,0,8,0
0,0,13,8,7,77,115,92,0,6,0
0,0,13,9,21,171,212,159,0,9,0
0,0,13,10,30,325,420,314,0,28,0
0,0,13,11,114,805,688,522,0,57,0
0,0,13,12,120,874,766,542,0,70,0
0,0,13,13,138,996,909,680,0,96,0
0,0,13,14,177,1282,1085,675,0,98,0
0,0,13,15,157,1293,1125,557,0,125,0
0,0,13,16,98,1268,1042,558,0,136,0
0,0,13,17,86,1117,1016,498,0,195,0
0,0,13,18,67,1138,1122,603,0,469,0
0,0,13,19,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,0,0
0,0,14,1,0,0,0,0,0,0,0
0,0,14,2,0,2,0,0,0,0,0
0,0,14,3,0,8,5,3,0,1,0
0,0,14,4,0,22,4,3,0,0,0
0,0,14,5,1,26,10,7,0,1,0
0,0,14,6,1,25,35,25,0,2,0
0,0,14,7,7,58,79,51,0,9,0
0,0,14,8,10,86,122,112,0,10,0
0,0,14,9,18,165,240,181,0,19,0
0,0,14,10,41,351,346,326,0,27,0
0,0,14,11,147,807,694,453,0,59,0
0,0,14,12,116,834,802,608,0,78,0
0,0,14,13,122,1059,934,639,0,93,0
0,0,14,14,174,1311,1130,632,0,105,0
0,0,14,15,179,1276,1011,609,0,119,0
0,0,14,16,122,1166,957,536,0,131,0
0,0,14,17,83,1140,992,486,0,213,0
0,0,14,18,63,1078,1113,557,0,475,0
0,0,14,19,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0
0,0,15,1,0,0,0,0,0,0,0
0,0,15,2,0,4,1,0,0,0,0
0,0,15,3,0,14,1,1,0,0,0
0,0,15,4,0,23,11,2,0,1,0
0,0,15,5,0,32,14,5,0,0,0
0,0,15,6,4,52,46,28,0,7,0
0,0,15,7,3,73,83,67,0,6,0
0,0,15,8,10,105,130,96,0,13,0
0,0,15,9,13,192,254,188,0,16,0
0,0,15,10,41,333,388,330,0,23,0
0,0,15,11,106,901,686,482,0,63,0
0,0,15,12,94,980,807,634,0,88,0
0,0,15,13,107,1086,971,712,0,106,0
0,0,15,14,147,1411,1077,707,0,121,0
0,0,15,15,109,1298,1038,639,0,131,0
0,0,15,16,98,1194,988,567,0,158,0
0,0,15,17,76,1076,868,529,0,200,0
0,0,15,18,59,1071,1084,595,0,510,0
0,0,15,19,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,0,0
0,0,16,1,0,0,0,0,0,0,0
0,0,16,2,0,9,2,0,0,0,0
0,0,16,3,0,33,2,1,0,0,0
0,0,16,4,0,53,7,6,0,2,0
0,0,16,5,1,71,19,12,0,0,0
0,0,16,6,1,86,54,24,0,1,0
0,0,16,7,2,91,75,48,0,7,0
0,0,16,8,6,130,133,98,0,13,0
0,0,16,9,12,217,235,192,0,18,0
0,0,16,10,29,382,403,332,0,40,0
0,0,16,11,129,953,632,488,0,57,0
0,0,16,12,107,915,785,645,0,89,0
0,0,16,13,125,1132,978,685,0,119,0
0,0,16,14,124,1324,1123,747,0,137,0
0,0,16,15,101,1257,1000,615,0,143,0
0,0,16,16,67,1171,1000,554,0,163,0
0,0,16,17,66,1031,935,500,0,212,0
0,0,16,18,52,1018,1056,582,0,582,0
0,0,16,19,0,0,0,0,0,0,0
0,0,17,0,0,0,0,0,0,0,0
0,0,17,1,0,0,0,0,0,0,0
0,0,17,2,0,3,2,0,0,0,0
0,0,17,3,0,36,6,0,0,0,0
0,0,17,4,0,84,7,1,0,2,0
0,0,17,5,0,78,15,4,0,5,0
0,0,17,6,1,84,49,14,0,6,0
0,0,17,7,9,105,84,57,0,8,0
0,0,17,8,10,123,144,101,0,20,0
0,0,17,9,12,189,257,189,0,17,0
0,0,17,10,37,301,451,372,0,29,0
0,0,17,11,114,862,782,515,0,75,0
0,0,17,12,121,880,818,580,0,101,0
0,0,17,13,114,1071,1019,702,0,129,0
0,0,17,14,171,1344,1260,751,0,164,0
0,0,17,15,113,1130,1174,626,0,142,0
0,0,17,16,94,1045,1112,507,0,148,0
0,0,17,17,64,838,954,469,0,193,0
0,0,17,18,69,914,1159,603,0,505,0
0,0,17,19,0,0,0,0,0,0,0
0,0,18,0,0,1,0,0,0,0,0
0,0,18,1,0,1,0,0,0,0,0
0,0,18,2,0,4,0,0,0,0,0
0,0,18,3,0,29,3,0,0,1,0
0,0,18,4,1,53,9,3,0,1,0
0,0,18,5,0,69,20,13,0,3,0
0,0,18,6,3,94,37,26,0,2,0
0,0,18,7,7,104,81,67,0,6,0
0,0,18,8,3,147,152,115,0,13,0
0,0,18,9,13,201,257,194,0,24,0
0,0,18,10,35,369,450,362,0,38,0
0,0,18,11,126,722,778,442,0,85,0
0,0,18,12,91,806,851,611,0,109,0
0,0,18,13,134,1005,981,658,0,127,0
0,0,18,14,139,1198,1280,720,0,171,0
0,0,18,15,124,1236,1143,682,0,152,0
0,0,18,16,87,994,1025,566,0,151,0
0,0,18,17,55,879,993,469,0,201,0
0,0,18,18,55,878,1078,588,0,487,0
0,0,18,19,0,0,0,0,0,0,0
0,0,19,0,0,0,0,0,0,0,0
0,0,19,1,0,0,0,0,0,0,0
0,0,19,2,0,3,2,0,0,0,0
0,0,19,3,0,21,17,1,0,0,0
0,0,19,4,0,44,26,1,0,4,0
0,0,19,5,0,55,33,15,0,3,0
0,0,19,6,5,64,57,40,0,1,0
0,0,19,7,3,96,97,51,0,6,0
0,0,19,8,4,130,162,103,0,20,0
0,0,19,9,12,211,246,204,0,17,0
0,0,19,10,18,360,413,342,0,45,0
0,0,19,11,74,800,676,478,0,69,0
0,0,19,12,60,833,823,650,0,110,0
0,0,19,13,72,1050,999,746,0,139,0
0,0,19,14,97,1287,1099,748,0,179,0
0,0,19,15,78,1323,1121,743,0,193,0
0,0,19,16,63,1113,973,564,0,205,0
0,0,19,17,44,975,853,538,0,199,0
0,0,19,18,39,953,1006,602,0,578,0
0,0,19,19,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0,0
0,0,20,1,0,0,0,0,0,0,0
0,0,20,2,0,7,2,0,0,0,0
0,0,20,3,0,24,9,1,0,1,0
0,0,20,4,0,51,27,0,0,2,0
0,0,20,5,0,60,32,13,0,5,0
0,0,20,6,0,70,55,26,0,5,0
0,0,20,7,3,89,85,68,0,6,0
0,0,20,8,5,150,157,126,0,13,0
0,0,20,9,9,181,266,209,0,17,0
0,0,20,10,28,341,463,352,0,35,0
0,0,20,11,76,907,713,501,0,75,0
0,0,20,12,69,880,841,660,0,98,0
0,0,20,13,91,1050,1017,786,0,133,0
0,0,20,14,92,1305,1121,785,0,161,0
0,0,20,15,59,1296,1157,720,0,192,0
0,0,20,16,52,1102,1041,612,0,173,0
0,0,20,17,38,870,936,495,0,216,0
0,0,20,18,43,917,1035,633,0,560,0
0,0,20,19,0,0,0,0,0,0,0
0,0,21,0,0,1,0,0,0,0,0
0,0,21,1,0,0,0,0,0,0,0
0,0,21,2,0,6,0,0,0,0,0
0,0,21,3,0,27,10,2,0,1,0
0,0,21,4,1,53,19,2,0,1,0
0,0,21,5,0,57,34,4,0,3,0
0,0,21,6,2,53,57,33,0,3,0
0,0,21,7,2,106,112,67,0,3,0
0,0,21,8,6,135,163,116,0,13,0
0,0,21,9,6,179,270,194,0,20,0
0,0,21,10,12,304,431,336,0,46,0
0,0,21,11,42,696,668,470,0,62,0
0,0,21,12,37,653,741,588,0,82,0
0,0,21,13,37,874,848,743,0,146,0
0,0,21,14,65,1059,1054,761,0,153,0
0,0,21,15,70,1069,1110,668,0,182,0
0,0,21,16,40,925,961,595,0,174,0
0,0,21,17,29,780,827,486,0,184,0
0,0,21,18,24,766,965,574,0,563,0
0,0,21,19,0,0,0,0,0,0,0
0,0,22,0,1,0,0,0,0,0,0
0,0,22,1,0,1,0,0,0,0,0
0,0,22,2,0,5,4,0,0,0,0
0,0,22,3,0,37,11,0,0,0,0
0,0,22,4,0,39,28,1,0,0,0
0,0,22,5,0,57,37,5,0,0,0
0,0,22,6,0,71,63,41,0,1,0
0,0,22,7,1,83,118,57,0,11,0
0,0,22,8,3,154,177,131,0,13,0
0,0,22,9,6,213,300,241,0,21,0
0,0,22,10,18,346,499,360,0,40,0
0,0,22,11,47,877,792,508,0,64,0
0,0,22,12,50,741,780,645,0,84,0
0,0,22,13,36,974,1065,747,0,124,0
0,0,22,14,61,1215,1178,790,0,153,0
0,0,22,15,41,1264,1220,756,0,160,0
0,0,22,16,27,1074,1133,568,0,156,0
0,0,22,17,23,798,923,482,0,204,0
0,0,22,18,27,905,1048,582,0,499,0
0,0,22,19,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0
0,1,0,2,0,21,4,0,0,0,1
0,1,0,3,0,103,23,8,0,2,5
0,1,0,4,6,218,73,21,0,7,21
0,1,0,5,4,272,182,79,0,21,52
0,1,0,6,11,356,338,232,0,29,140
0,1,0,7,29,520,718,426,0,72,316
0,1,0,8,79,903,1247,870,0,109,612
0,1,0,9,133,1674,2245,1558,0,177,1159
0,1,0,10,342,3046,3945,2942,0,335,2058
0,1,0,11,1152,7822,6585,4448,0,624,3810
0,1,0,12,1258,8591,7954,5761,0,885,4788
0,1,0,13,1389,10534,9362,6820,0,1111,5874
0,1,0,14,1649,12593,10666,6588,0,1335,7526
0,1,0,15,1465,12336,10522,6118,0,1392,8777
0,1,0,16,1180,11090,9735,5238,0,1399,8905
0,1,0,17,845,8915,8195,4331,0,1743,6847
0,1,0,18,531,7367,7204,4095,0,3121,5212
0,1,0,19,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,0,0,0
0,1,1,3,0,0,0,0,0,0,0
0,1,1,4,0,0,0,0,0,0,6
0,1,1,5,0,0,0,0,0,0,10
0,1,1,6,0,0,0,0,0,0,34
0,1,1,7,0,0,0,0,0,0,83
0,1,1,8,0,0,0,0,0,0,161
0,1,1,9,0,0,0,0,0,0,301
0,1,1,10,0,0,0,0,0,0,508
0,1,1,11,0,0,0,0,0,0,859
0,1,1,12,0,0,0,0,0,0,1107
0,1,1,13,0,0,0,0,0,0,1466
0,1,1,14,0,0,0,0,0,0,1880
0,1,1,15,0,0,0,0,0,0,2218
0,1,1,16,0,0,0,0,0,0,2275
0,1,1,17,0,0,0,0,0,0,1675
0,1,1,18,0,0,0,0,0,0,1295
0,1,1,19,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,0
0,1,2,1,0,0,0,0,0,0,0
0,1,2,2,0,0,0,0,0,0,0
0,1,2,3,0,0,0,0,0,0,4
0,1,2,4,0,0,0,0,0,0,5
0,1,2,5,0,0,0,0,0,0,16
0,1,2,6,0,0,0,0,0,0,26
0,1,2,7,0,0,0,0,0,0,67
0,1,2,8,0,0,0,0,0,0,159
0,1,2,9,0,0,0,0,0,0,268
0,1,2,10,0,0,0,0,0,0,510
0,1,2,11,0,0,0,0,0,0,931
0,1,2,12,0,0,0,0,0,0,1182
0,1,2,13,0,0,0,0,0,0,1445
0,1,2,14,0,0,0,0,0,0,1872
0,1,2,15,0,0,0,0,0,0,2229
0,1,2,16,0,0,0,0,0,0,2337
0,1,2,17,0,0,0,0,0,0,1675
0,1,2,18,0,0,0,0,0,0,1340
0,1,2,19,0,0,0,0,0,0,0
0,1,3,0,0,0,0,0,0,0,0
0,1,3,1,0,0,0,0,0,0,0
0,1,3,2,0,0,0,0,0,0,1
0,1,3,3,0,0,0,0,0,0,1
0,1,3,4,0,0,0,0,0,0,6
0,1,3,5,0,0,0,0,0,0,15
0,1,3,6,0,0,0,0,0,0,38
0,1,3,7,0,0,0,0,0,0,78
0,1,3,8,0,0,0,0,0,0,147
0,1,3,9,0,0,0,0,0,0,286
0,1,3,10,0,0,0,0,0,0,483
0,1,3,11,0,0,0,0,0,0,972
0,1,3,12,0,0,0,0,0,0,1247
0,1,3,13,0,0,0,0,0,0,1508
0,1,3,14,0,0,0,0,0,0,1864
0,1,3,15,0,0,0,0,0,0,2206
0,1,3,16,0,0,0,0,0,0,2176
0,1,3,17,0,0,0,0,0,0,1794
0,1,3,18,0,0,0,0,0,0,1301
0,1,3,19,0,0,0,0,0,0,0
0,1,4,0,0,0,0,0,0,0,0
0,1,4,1,0,0,0,0,0,0,0
0,1,4,2,0,0,0,0,0,0,0
0,1,4,3,0,0,0,0,0,0,0
0,1,4,4,0,0,0,0,0,0,4
0,1,4,5,0,0,0,0,0,0,11
0,1,4,6,0,0,0,0,0,0,42
0,1,4,7,0,0,0,0,0,0,88
0,1,4,8,0,0,0,0,0,0,145
0,1,4,9,0,0,0,0,0,0,304
0,1,4,10,0,0,0,0,0,0,557
0,1,4,11,0,0,0,0,0,0,1048
0,1,4,12,0,0,0,0,0,0,1252
0,1,4,13,0,0,0,0,0,0,1455
0,1,4,14,0,0,0,0,0,0,1910
0,1,4,15,0,0,0,0,0,0,2124
0,1,4,16,0,0,0,0,0,0,2117
0,1,4,17,0,0,0,0,0,0,1703
0,1,4,18,0,0,0,0,0,0,1276
0,1,4,19,0,0,0,0,0,0,0
0,1,5,0,0,1,0,0,0,0,0
0,1,5,1,0,0,0,0,0,0,0
0,1,5,2,0,0,0,0,0,0,0
0,1,5,3,0,2,0,0,0,0,0
0,1,5,4,3,2,4,2,0,0,0
0,1,5,5,0,6,8,7,0,1,0
0,1,5,6,1,7,13,6,0,1,0
0,1,5,7,1,15,32,25,0,4,0
0,1,5,8,5,29,75,45,0,6,0
0,1,5,9,15,79,144,52,0,16,0
0,1,5,10,29,173,214,136,0,21,0
0,1,5,11,90,369,348,201,0,27,0
0,1,5,12,111,460,451,274,0,36,0
0,1,5,13,103,566,485,331,0,44,0
0,1,5,14,128,652,621,298,0,48,0
0,1,5,15,127,732,731,363,0,76,0
0,1,5,16,128,775,662,346,0,78,0
0,1,5,17,104,649,626,297,0,103,0
0,1,5,18,56,466,425,183,0,161,0
0,1,5,19,0,0,0,0,0,0,0
0,1,6,0,0,0,0,0,0,0,0
0,1,6,1,0,0,0,0,0,0,0
0,1,6,2,0,0,0,0,0,0,0
0,1,6,3,0,0,0,2,0,0,0
0,1,6,4,0,4,4,0,0,0,0
0,1,6,5,0,2,8,2,0,0,0
0,1,6,6,0,12,14,12,0,2,0
0,1,6,7,7,15,31,18,0,6,0
0,1,6,8,8,44,59,44,0,4,0
0,1,6,9,11,101,118,67,0,18,0
0,1,6,10,27,153,232,140,0,13,0
0,1,6,11,75,360,312,235,0,30,0
0,1,6,12,89,484,437,292,0,39,0
0,1,6,13,105,572,493,339,0,44,0
0,1,6,14,146,645,590,313,0,52,0
0,1,6,15,134,732,593,340,0,64,0
0,1,6,16,135,754,730,324,0,86,0
0,1,6,17,101,675,580,272,0,100,0
0,1,6,18,61,443,398,162,0,165,0
0,1,6,19,0,0,0,0,0,0,0
0,1,7,0,0,0,0,0,0,0,0
0,1,7,1,0,0,0,0,0,0,0
0,1,7,2,0,0,0,0,0,0,0
0,1,7,3,0,1,1,1,0,0,0
0,1,7,4,1,3,0,2,0,0,0
0,1,7,5,1,3,9,2,0,1,0
0,1,7,6,2,11,13,12,0,1,0
0,1,7,7,1,14,36,16,0,8,0
0,1,7,8,8,41,59,51,0,6,0
0,1,7,9,13,97,119,87,0,6,0
0,1,7,10,21,187,195,121,0,19,0
0,1,7,11,74,365,323,242,0,28,0
0,1,7,12,108,497,458,291,0,31,0
0,1,7,13,107,565,471,327,0,54,0
0,1,7,14,128,716,545,339,0,61,0
0,1,7,15,125,773,603,314,0,74,0
0,1,7,16,83,793,630,314,0,79,0
